access_point1,access_point2,dist
41,27,12626.461
41,28,88135.414
41,26,6930.3813
41,22,103219.87
41,10,47781.09
41,11,38790.8
41,12,118.79394
41,13,3744.3684
41,32,33330.22
41,33,22281.203
41,14,3417.4485
41,15,1936.3893
41,7,16037.522
41,8,12111.254
41,9,12055.09
41,16,1183.4581
41,17,3172.0952
41,18,6912.6494
41,19,3853.4849
41,20,8248.75
41,21,3653.038
41,34,857.23566
41,35,64143.305
41,36,83708.83
41,37,19295.473
41,38,100061.93
41,39,40554.285
